#BLTrackFile example Gaussian beam in a uniform focusing channel
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
0.698209 -1.57306 0 -0.479439 -0.37889 180.056 0 13 93 1 0 1
8.9985 1.75502 0 0.288626 0.410439 182.095 0 13 94 1 0 1
2.75249 -2.65038 0 -0.227253 -0.29045 179.853 0 13 95 1 0 1
8.02191 -3.9673 0 0.220609 -0.334086 179.958 0 13 96 1 0 1
7.20217 -0.158034 0 -0.141049 -0.206572 181.262 0 13 97 1 0 1
9.41708 -1.68016 0 -0.0384154 -0.0457465 175.101 0 13 98 1 0 1
4.07479 -3.76023 0 0.0168224 0.0539505 180.265 0 13 99 1 0 1
2.48991 -0.784569 0 -0.113448 0.124926 181.101 0 13 100 1 0 1
7.85479 -0.360681 0 -0.385893 -0.0177951 181.322 0 13 101 1 0 1
9.17731 -3.38602 0 -0.322745 -0.0999942 178.667 0 13 102 1 0 1
3.55248 -1.22768 0 -0.0524452 0.0286169 180.942 0 13 103 1 0 1
6.348 -0.803696 0 1.04719 0.297818 180.216 0 13 104 1 0 1
12.4646 -1.87869 0 -1.07559 0.0671012 181.081 0 13 105 1 0 1
17.3461 3.1996 0 0.146517 0.208899 181.705 0 13 106 1 0 1
10.0402 1.27282 0 -0.0710624 -0.294534 182.126 0 13 107 1 0 1
3.93121 5.30194 0 0.112164 -0.0603346 180.035 0 13 108 1 0 1
12.6522 -2.0191 0 0.0118777 0.0701089 181.048 0 13 109 1 0 1
10.8403 4.38127 0 -0.347692 0.450109 180.032 0 13 110 1 0 1
9.07437 3.53532 0 -0.194128 -0.191619 181.213 0 13 111 1 0 1
6.08123 1.79666 0 -0.312269 0.360094 179.981 0 13 112 1 0 1
5.29028 -0.123775 0 0.370727 0.0851478 182.741 0 13 113 1 0 1
12.5265 5.70895 0 -0.235765 0.000907476 181.415 0 13 114 1 0 1
5.41056 -4.37497 0 -0.0203725 0.488988 182.458 0 13 115 1 0 1
3.1388 -4.05265 0 -0.674221 0.315993 179.171 0 13 116 1 0 1
7.75787 -0.302892 0 -0.140776 -0.293878 180.043 0 13 117 1 0 1
2.24802 0.771867 0 -0.0320908 0.125962 179.583 0 13 118 1 0 1
4.38515 -1.21161 0 0.0723586 0.42602 181.381 0 13 119 1 0 1
7.53922 -1.75671 0 -0.211267 -0.252157 179.364 0 13 120 1 0 1
9.17908 1.42215 0 0.23035 0.562647 178.73 0 13 121 1 0 1
8.05181 -4.66766 0 1.25968 -0.141037 180.301 0 13 122 1 0 1
8.61757 -0.596771 0 0.183637 0.0989054 180.095 0 13 123 1 0 1
11.0854 -2.2126 0 -0.842868 -0.000593164 178.141 0 13 124 1 0 1
3.82135 -1.62495 0 0.284591 0.172706 181.342 0 13 125 1 0 1
9.22598 -0.261492 0 0.228556 -0.380344 179.945 0 13 126 1 0 1
9.81694 -0.248839 0 -0.236139 0.200514 178.419 0 13 127 1 0 1
10.5601 -1.38641 0 0.836893 0.0394999 179.727 0 13 128 1 0 1
14.1609 2.24432 0 0.142347 -0.186291 179.971 0 13 129 1 0 1
7.96062 3.60203 0 -0.785181 0.238589 176.85 0 13 130 1 0 1
10.9774 1.12104 0 -0.0581371 0.0974601 177.302 0 13 131 1 0 1
7.15182 -1.43714 0 0.66254 -0.272408 177.551 0 13 132 1 0 1
3.11552 4.23146 0 0.151347 0.116234 180.442 0 13 133 1 0 1
16.9346 -1.68517 0 -0.235029 0.143465 180.987 0 13 134 1 0 1
3.9411 0.727553 0 -0.519607 0.0659238 177.647 0 13 135 1 0 1
7.191 1.15014 0 -0.243987 -0.0314981 179.845 0 13 136 1 0 1
6.58604 3.4769 0 0.478109 -0.0999218 181.522 0 13 137 1 0 1
4.96956 1.87475 0 0.0322711 0.407274 179.311 0 13 138 1 0 1
7.70373 -3.74525 0 0.0877799 0.00426559 178.783 0 13 139 1 0 1
9.48592 -4.94216 0 -0.50981 0.0103636 180.468 0 13 140 1 0 1
5.80427 -0.682941 0 0.401891 -0.164319 180.859 0 13 141 1 0 1
1.72724 -0.0519293 0 -0.304358 0.228829 179.707 0 13 142 1 0 1
9.2339 0.754303 0 -0.292947 0.446051 178.764 0 13 143 1 0 1
17.4649 0.0428429 0 -0.292694 0.0472727 181.844 0 13 144 1 0 1
3.05191 1.51502 0 -0.951127 0.216105 181.12 0 13 145 1 0 1
18.522 0.634725 0 0.0925681 0.251819 180.664 0 13 146 1 0 1
14.6548 -0.938494 0 -0.561734 -0.937609 181.459 0 13 147 1 0 1
6.51043 5.38536 0 0.414724 -0.00159032 179.541 0 13 148 1 0 1
6.00168 -1.57591 0 -0.377184 0.172666 180.066 0 13 149 1 0 1
8.26511 2.28591 0 -0.0778618 0.133184 179.745 0 13 150 1 0 1
6.965 -0.590896 61.2245 -0.294737 -0.0650336 178.326 0.237379 13 1 1 0 1
7.22465 1.14936 61.2245 -0.0436673 0.243436 180.448 0.236656 13 2 1 0 1
9.48454 -4.06301 61.2245 -0.641337 0.371026 180.91 0.236502 13 3 1 0 1
9.60938 -4.4164 61.2245 -1.49601 -0.0923108 179.151 0.237093 13 4 1 0 1
9.09658 1.23614 61.2245 -0.716161 -0.216719 180.554 0.23662 13 5 1 0 1
9.3531 4.32035 61.2245 -1.02607 0.00562384 182.152 0.236092 13 6 1 0 1
5.33522 -0.864966 61.2245 -0.748267 0.000250976 181.136 0.236427 13 7 1 0 1
8.81025 -2.42635 61.2245 -0.885818 -0.0603283 182.195 0.236078 13 8 1 0 1
4.7444 0.923663 61.2245 -0.250006 -0.435874 180.087 0.236777 13 9 1 0 1
12.7485 -0.809128 61.2245 -1.87395 -0.00154282 178.519 0.237308 13 10 1 0 1
9.85202 -3.56487 61.2245 -0.784184 0.347236 181.203 0.236404 13 11 1 0 1
11.8519 0.911377 61.2245 -0.243064 0.001655 177.661 0.23761 13 12 1 0 1
10.2344 -1.24123 61.2245 -1.04833 -0.2987 178.255 0.237402 13 13 1 0 1
5.99663 -5.18412 61.2245 0.13096 -0.22167 180.431 0.236662 13 14 1 0 1
13.685 -4.95359 61.2245 -0.781679 -0.518736 180.641 0.236591 13 15 1 0 1
4.81949 2.53048 61.2245 -0.878995 0.214249 180.281 0.236712 13 16 1 0 1
8.93416 4.01902 61.2245 -0.48516 0.032831 180.933 0.236494 13 17 1 0 1
9.8213 3.2736 61.2245 -1.47085 0.149826 180.947 0.236488 13 18 1 0 1
0.00658171 1.92773 61.2245 -0.288826 -0.555767 179.668 0.236919 13 19 1 0 1
11.7235 4.0529 61.2245 -1.48857 0.0132883 179.724 0.236898 13 20 1 0 1
9.2793 0.404281 61.2245 -0.408016 0.29551 178.809 0.237212 13 21 1 0 1
6.41853 -0.0140899 61.2245 -0.0142933 -0.240872 181.703 0.23624 13 22 1 0 1
13.6165 -3.44266 61.2245 -1.23828 0.0793012 179.727 0.236897 13 23 1 0 1
6.93483 -2.43715 61.2245 0.110595 0.419055 177.716 0.23759 13 24 1 0 1
4.8859 2.88437 61.2245 -0.0846549 0.136532 180.621 0.236598 13 25 1 0 1
8.48282 1.41385 61.2245 -0.578364 -0.0957551 180.498 0.236639 13 26 1 0 1
10.1591 1.95093 61.2245 -0.78915 0.0896871 183.617 0.23562 13 27 1 0 1
9.1154 -0.927267 61.2245 -0.897588 0.0279441 181.661 0.236253 13 28 1 0 1
6.62726 4.33197 61.2245 -0.325328 -0.832938 177.975 0.2375 13 29 1 0 1
8.92125 0.553511 61.2245 -0.501359 -0.13662 181.179 0.236413 13 30 1 0 1
8.93194 6.07304 61.2245 -0.913362 -0.107615 179 0.237146 13 31 1 0 1
7.47038 -0.406021 61.2245 -0.668694 -0.723575 179.121 0.237104 13 32 1 0 1
11.7019 -0.0783991 61.2245 -1.43635 0.263796 181.535 0.236293 13 33 1 0 1
13.5259 -0.909653 61.2245 -1.81723 -0.0623135 181.113 0.236432 13 34 1 0 1
11.7997 2.57349 61.2245 -2.13627 -0.483044 181.216 0.236396 13 35 1 0 1
2.03221 2.95591 61.2245 -0.0748077 -0.140425 180.344 0.236691 13 36 1 0 1
11.0666 -0.0794003 61.2245 -0.786834 0.423418 181.885 0.23618 13 37 1 0 1
7.15566 -2.76691 61.2245 0.704391 0.340691 179.52 0.236969 13 38 1 0 1
8.52758 0.610926 61.2245 -0.323297 0.150502 177.25 0.237754 13 39 1 0 1
2.03053 -2.48827 61.2245 0.123772 -0.192068 177.354 0.237717 13 40 1 0 1
13.0118 3.57573 61.2245 -0.65101 -0.375139 180 0.236806 13 41 1 0 1
3.51144 3.86929 61.2245 0.0829433 -0.377933 182.808 0.23588 13 42 1 0 1
11.7718 -4.77287 61.2245 -0.976955 0.542275 179.823 0.236865 13 43 1 0 1
5.57795 1.15638 61.2245 -0.240333 0.364084 178.163 0.237435 13 44 1 0 1
12.6108 3.59333 61.2245 -0.280664 -0.168872 178.66 0.237263 13 45 1 0 1
11.9371 0.439249 61.2245 -0.854666 0.370957 179.523 0.236967 13 46 1 0 1
-1.2307 -4.53332 61.2245 -0.0829983 0.376294 180.57 0.236615 13 47 1 0 1
5.4825 2.07692 61.2245 -0.427665 -0.0491955 182.387 0.236016 13 48 1 0 1
7.81401 3.855 61.2245 -0.120277 0.305192 178.79 0.237218 13 49 1 0 1
11.086 -2.87284 61.2245 -1.71785 -0.440825 181.916 0.236168 13 50 1 0 1
3.03093 -0.480415 61.2245 -0.235333 0.00837379 178.935 0.237169 13 51 1 0 1
9.09313 0.158711 61.2245 0.125004 0.140228 181.801 0.236208 13 52 1 0 1
6.92383 -1.28216 61.2245 -1.08356 0.329223 177.033 0.237829 13 53 1 0 1
5.69026 1.97124 61.2245 0.0259085 -0.0648771 181.449 0.236324 13 54 1 0 1
8.37319 -3.94612 61.2245 -1.18614 -0.0409016 181.657 0.236254 13 55 1 0 1
5.52675 -2.05681 61.2245 -0.831409 -0.346227 179.787 0.236878 13 56 1 0 1
3.29501 -5.83654 61.2245 -0.084495 0.283858 178.845 0.2372 13 57 1 0 1
0.338893 -0.889252 61.2245 0.301868 -0.570557 178.424 0.237344 13 58 1 0 1
8.97674 2.00736 61.2245 -0.898883 0.136253 181.197 0.236406 13 59 1 0 1
9.39047 1.68154 61.2245 -0.105229 0.06449 176.249 0.238109 13 60 1 0 1
11.6373 -0.781048 61.2245 -0.295329 -0.103137 183.492 0.23566 13 61 1 0 1
1.02653 5.9397 61.2245 0.136452 -0.455163 181.241 0.236392 13 62 1 0 1
15.3279 1.47772 61.2245 -1.21147 0.193523 178.365 0.237363 13 63 1 0 1
7.59026 2.04853 61.2245 -0.443932 -0.0782565 179.648 0.236926 13 64 1 0 1
3.83054 2.22579 61.2245 -0.451584 -0.0469732 178.464 0.237331 13 65 1 0 1
4.98061 2.89191 61.2245 0.814445 0.0736694 175.331 0.238438 13 66 1 0 1
10.4248 4.22544 61.2245 -0.574713 -0.0262149 179.878 0.236848 13 67 1 0 1
9.66413 2.59818 61.2245 -1.61107 0.000662813 178.729 0.237237 13 68 1 0 1
13.4075 -3.54708 61.2245 -0.197268 -0.06159 180.524 0.236631 13 69 1 0 1
8.56118 -2.22727 61.2245 -0.842525 0.657607 181.864 0.236186 13 70 1 0 1
2.97678 4.3242 61.2245 -0.855187 0.12512 183.276 0.235729 13 71 1 0 1
10.9636 0.449951 61.2245 -1.22355 -0.597206 178.648 0.237266 13 72 1 0 1
7.74451 -1.81989 61.2245 -0.353343 0.027721 180.825 0.23653 13 73 1 0 1
9.48213 0.489782 61.2245 -0.434986 -0.105293 181.42 0.236333 13 74 1 0 1
7.96646 -1.55593 61.2245 -0.982412 0.0522795 179.8 0.236873 13 75 1 0 1
8.51731 0.424856 61.2245 -0.640955 -0.0501436 177.734 0.237584 13 76 1 0 1
9.72185 1.06306 61.2245 -0.261516 -0.0876023 180.803 0.236538 13 77 1 0 1
3.79518 0.0627849 61.2245 -1.162 -0.256671 181.328 0.236362 13 78 1 0 1
3.21607 -2.43933 61.2245 -1.43765 0.508764 179.306 0.23704 13 79 1 0 1
2.37366 1.34036 61.2245 -0.529743 0.089913 180.317 0.2367 13 80 1 0 1
13.8645 0.00254111 61.2245 -0.746372 0.164617 182.977 0.235825 13 81 1 0 1
11.8889 -2.70526 61.2245 -0.4423 0.0512266 181.313 0.236368 13 82 1 0 1
6.88978 1.5656 61.2245 -0.0375928 0.193465 179.618 0.236936 13 83 1 0 1
18.1414 -0.527199 61.2245 -0.838062 0.0434653 184.669 0.235286 13 84 1 0 1
6.67537 2.43775 61.2245 -0.108815 -0.0794222 177.899 0.237527 13 85 1 0 1
8.69276 2.87985 61.2245 -0.498567 0.115574 180.043 0.236792 13 86 1 0 1
11.3503 0.517231 61.2245 -0.617142 -0.00243184 179.561 0.236955 13 87 1 0 1
10.4462 -1.56229 61.2245 -1.2577 0.0532052 177.36 0.237713 13 88 1 0 1
5.87012 -1.64537 61.2245 -1.37062 0.210986 181.014 0.236466 13 89 1 0 1
7.64682 -3.35432 61.2245 -0.691933 0.612513 180.926 0.236496 13 90 1 0 1
12.0807 -0.62725 61.2245 -1.33287 -0.476627 181.399 0.236338 13 91 1 0 1
11.3009 -0.0717874 61.2245 -1.6954 0.170522 176.82 0.237903 13 92 1 0 1
0.526932 -1.69268 61.2245 -0.525821 -0.324005 180.056 0.236788 13 93 1 0 1
8.97978 1.88275 61.2245 -0.399725 0.348609 182.095 0.236111 13 94 1 0 1
2.64018 -2.73394 61.2245 -0.431184 -0.200061 179.853 0.236856 13 95 1 0 1
7.99381 -4.05811 61.2245 -0.385403 -0.199282 179.958 0.236821 13 96 1 0 1
7.06241 -0.226773 61.2245 -0.684707 -0.20006 181.261 0.236385 13 97 1 0 1
9.28299 -1.68655 61.2245 -0.726896 0.00927823 175.1 0.238522 13 98 1 0 1
4.02825 -3.7205 61.2245 -0.290308 0.179819 180.265 0.236718 13 99 1 0 1
2.41981 -0.737941 61.2245 -0.300405 0.150662 181.101 0.236439 13 100 1 0 1
7.62437 -0.364621 61.2245 -0.976028 -0.00551971 181.319 0.236366 13 101 1 0 1
8.94955 -3.40091 61.2245 -1.0037 0.0131885 178.664 0.237261 13 102 1 0 1
3.48928 -1.21101 61.2245 -0.320352 0.0698036 180.942 0.236492 13 103 1 0 1
6.62086 -0.698127 61.2245 0.555768 0.323084 180.218 0.236733 13 104 1 0 1
11.9428 -1.84533 61.2245 -2.0048 0.130039 181.073 0.236444 13 105 1 0 1
17.1729 3.25161 61.2245 -1.17229 0.0994835 181.701 0.236239 13 106 1 0 1
9.88776 1.16674 61.2245 -0.834186 -0.336002 182.124 0.236101 13 107 1 0 1
3.9188 5.25122 61.2245 -0.184996 -0.237673 180.035 0.236795 13 108 1 0 1
12.494 -1.98392 61.2245 -0.945366 0.137754 181.045 0.236456 13 109 1 0 1
10.5836 4.50906 61.2245 -1.15865 0.300711 180.029 0.236796 13 110 1 0 1
8.89275 3.45054 61.2245 -0.878709 -0.309776 181.211 0.236402 13 111 1 0 1
5.89751 1.90868 61.2245 -0.765581 0.297845 179.98 0.236813 13 112 1 0 1
5.34614 -0.0945959 61.2245 -0.037963 0.0888727 182.741 0.235902 13 113 1 0 1
12.2867 5.67669 61.2245 -1.18224 -0.191882 181.411 0.236335 13 114 1 0 1
5.3344 -4.18625 61.2245 -0.432592 0.634786 182.457 0.235993 13 115 1 0 1
2.86916 -3.92177 61.2245 -0.900553 0.449351 179.17 0.237088 13 116 1 0 1
7.61076 -0.400909 61.2245 -0.722573 -0.282048 180.042 0.236792 13 117 1 0 1
2.20831 0.810327 61.2245 -0.200361 0.0994411 179.583 0.236948 13 118 1 0 1
4.35326 -1.06117 61.2245 -0.260905 0.464497 181.381 0.236346 13 119 1 0 1
7.37078 -1.83259 61.2245 -0.773573 -0.192065 179.363 0.237022 13 120 1 0 1
9.13999 1.6064 61.2245 -0.458088 0.512122 178.73 0.237239 13 121 1 0 1
8.37452 -4.68884 61.2245 0.636958 0.0164253 180.304 0.236704 13 122 1 0 1
8.56927 -0.559807 61.2245 -0.467182 0.118347 180.094 0.236775 13 123 1 0 1
10.6549 -2.20018 61.2245 -1.65713 0.0727779 178.135 0.237442 13 124 1 0 1
3.86804 -1.55748 61.2245 -0.00860248 0.226573 181.342 0.236359 13 125 1 0 1
9.18515 -0.389162 61.2245 -0.468045 -0.369414 179.945 0.236825 13 126 1 0 1
9.61042 -0.178744 61.2245 -0.964944 0.207632 178.417 0.237346 13 127 1 0 1
10.7086 -1.36507 61.2245 0.0331494 0.0856585 179.729 0.236898 13 128 1 0 1
14.0276 2.16827 61.2245 -0.924329 -0.260412 179.968 0.236817 13 129 1 0 1
7.58791 3.66392 61.2245 -1.36333 0.118648 176.846 0.237894 13 130 1 0 1
10.8167 1.14823 61.2245 -0.870616 0.0599047 177.3 0.237736 13 131 1 0 1
7.28763 -1.5227 61.2245 0.123479 -0.223357 177.553 0.237648 13 132 1 0 1
3.12672 4.24669 61.2245 -0.085485 -0.0265574 180.442 0.236658 13 133 1 0 1
16.6384 -1.62712 61.2245 -1.5126 0.199414 180.981 0.236476 13 134 1 0 1
3.71227 0.74608 61.2245 -0.805476 0.0414886 177.646 0.237614 13 135 1 0 1
7.01612 1.13287 61.2245 -0.78122 -0.0698215 179.843 0.236859 13 136 1 0 1
6.66219 3.42343 61.2245 -0.0275428 -0.216836 181.523 0.236299 13 137 1 0 1
4.91683 2.00286 61.2245 -0.340471 0.342375 179.311 0.23704 13 138 1 0 1
7.63492 -3.72243 61.2245 -0.488823 0.128882 178.783 0.237221 13 139 1 0 1
9.19211 -4.91046 61.2245 -1.21854 0.176325 180.465 0.236649 13 140 1 0 1
5.86534 -0.734565 61.2245 -0.0418824 -0.14039 180.86 0.236519 13 141 1 0 1
1.60185 0.0261787 61.2245 -0.430149 0.229261 179.706 0.236906 13 142 1 0 1
9.01564 0.902477 61.2245 -0.978888 0.418402 178.761 0.237227 13 143 1 0 1
17.1429 0.0584844 61.2245 -1.61586 0.0455511 181.837 0.236194 13 144 1 0 1
2.69265 1.57929 61.2245 -1.16989 0.163793 181.119 0.236432 13 145 1 0 1
18.3158 0.71628 61.2245 -1.30676 0.229031 180.659 0.236584 13 146 1 0 1
14.2782 -1.24889 61.2245 -1.66559 -0.900529 181.452 0.236319 13 147 1 0 1
6.5678 5.3541 61.2245 -0.0789922 -0.181565 179.542 0.236962 13 148 1 0 1
5.79705 -1.50833 61.2245 -0.823891 0.224502 180.064 0.236785 13 149 1 0 1
8.13276 2.31815 61.2245 -0.697593 0.0559402 179.743 0.236893 13 150 1 0 1
6.77496 -0.609811 122.449 -0.809915 -0.0450477 178.324 0.474757 13 1 1 0 1
7.11729 1.22524 122.449 -0.58782 0.20344 180.447 0.473313 13 2 1 0 1
9.14685 -3.91451 122.449 -1.35002 0.505722 180.906 0.473003 13 3 1 0 1
8.97713 -4.42269 122.449 -2.19605 0.0554923 179.144 0.474186 13 4 1 0 1
8.73817 1.15574 122.449 -1.39321 -0.257023 180.55 0.473241 13 5 1 0 1
8.8898 4.2976 122.449 -1.72472 -0.140893 182.146 0.472184 13 6 1 0 1
5.015 -0.859947 122.449 -1.14246 0.0294139 181.134 0.472853 13 7 1 0 1
8.40092 -2.43275 122.449 -1.54512 0.0223048 182.191 0.472156 13 8 1 0 1
4.59895 0.770491 122.449 -0.603795 -0.464348 180.086 0.473555 13 9 1 0 1
11.9451 -0.805041 122.449 -2.80065 0.025352 178.507 0.474617 13 10 1 0 1
9.46191 -3.42744 122.449 -1.52001 0.465487 181.198 0.472809 13 11 1 0 1
11.6166 0.906748 122.449 -1.11972 -0.0284939 177.658 0.475219 13 12 1 0 1
9.74472 -1.33655 122.449 -1.7971 -0.255802 178.249 0.474804 13 13 1 0 1
5.96401 -5.22963 122.449 -0.322803 -0.04629 180.431 0.473324 13 14 1 0 1
13.2458 -5.10082 122.449 -1.8045 -0.349196 180.634 0.473182 13 15 1 0 1
4.46048 2.58867 122.449 -1.23075 0.128106 180.279 0.473423 13 16 1 0 1
8.65617 4.00719 122.449 -1.15434 -0.102715 180.93 0.472989 13 17 1 0 1
9.19987 3.30553 122.449 -2.19445 0.0387064 180.94 0.472976 13 18 1 0 1
-0.0915036 1.72771 122.449 -0.285617 -0.617068 179.667 0.473838 13 19 1 0 1
