#BLTrackFile example Gaussian beam in a uniform focusing channel
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
34.0343 -0.16675 0 -0.526121 22.8886 180.092 0 13 33 1 0 1
35.9642 -0.88344 0 -0.764438 22.4922 179.718 0 13 34 1 0 1
34.3672 2.7217 0 -1.20633 22.2113 179.859 0 13 35 1 0 1
24.0314 2.98664 0 0.0786684 22.4464 178.942 0 13 36 1 0 1
33.1885 -0.221203 0 0.0637668 23.0867 180.416 0 13 37 1 0 1
28.8247 -2.8671 0 1.22226 22.6233 178.086 0 13 38 1 0 1
30.5295 0.555555 0 0.309932 22.266 175.846 0 13 39 1 0 1
23.962 -2.4079 0 0.270579 21.8461 176.003 0 13 40 1 0 1
35.0655 3.68269 0 0.33339 22.1958 178.628 0 13 41 1 0 1
25.4388 3.97356 0 0.34742 22.5546 181.412 0 13 42 1 0 1
33.9521 -4.92993 0 -0.0793038 22.7918 178.377 0 13 43 1 0 1
27.5887 1.02491 0 0.176545 22.6049 176.724 0 13 44 1 0 1
34.5449 3.63059 0 0.659166 22.2285 177.271 0 13 45 1 0 1
34.0743 0.310474 0 0.0512798 22.7583 178.077 0 13 46 1 0 1
20.8131 -4.63481 0 -0.173398 22.7307 179.134 0 13 47 1 0 1
27.5552 2.08156 0 -0.00434277 22.7618 180.962 0 13 48 1 0 1
29.7549 3.7287 0 0.461236 22.7136 177.341 0 13 49 1 0 1
33.5196 -2.70837 0 -0.84686 22.1592 180.568 0 13 50 1 0 1
25.0723 -0.480535 0 -0.00566532 22.3027 177.54 0 13 51 1 0 1
30.9347 0.110671 0 0.807694 22.8087 180.363 0 13 52 1 0 1
29.2082 -1.38849 0 -0.553065 22.3518 175.619 0 13 53 1 0 1
27.6086 1.98184 0 0.453417 22.6256 180.033 0 13 54 1 0 1
30.6639 -3.90986 0 -0.53129 22.4799 180.264 0 13 55 1 0 1
27.7378 -1.9274 0 -0.402533 22.0129 178.436 0 13 56 1 0 1
25.2816 -5.90024 0 0.161534 22.3848 177.439 0 13 57 1 0 1
22.2314 -0.688771 0 0.320873 21.6632 177.105 0 13 58 1 0 1
31.1641 1.94996 0 -0.206087 22.7909 179.76 0 13 59 1 0 1
31.3065 1.64959 0 0.583018 22.0916 174.858 0 13 60 1 0 1
33.5862 -0.742245 0 0.596036 22.7521 182.076 0 13 61 1 0 1
22.9675 6.05929 0 0.210819 22.3513 179.858 0 13 62 1 0 1
37.5455 1.40299 0 -0.0531776 22.4755 176.948 0 13 63 1 0 1
29.6436 2.06346 0 0.130478 22.39 178.248 0 13 64 1 0 1
25.9357 2.22918 0 -0.158908 22.2781 177.069 0 13 65 1 0 1
26.6336 2.84974 0 1.15961 22.0243 173.94 0 13 66 1 0 1
32.4859 4.21024 0 0.214462 22.5405 178.461 0 13 67 1 0 1
32.0898 2.58313 0 -0.86191 22.3702 177.329 0 13 68 1 0 1
35.3023 -3.506 0 0.810294 22.3318 179.136 0 13 69 1 0 1
30.7339 -2.43553 0 -0.179691 23.2405 180.376 0 13 70 1 0 1
25.2231 4.25782 0 -0.61135 23.1171 181.813 0 13 71 1 0 1
33.2406 0.651664 0 -0.386611 21.7093 177.329 0 13 72 1 0 1
29.7644 -1.81888 0 0.234479 22.5129 179.418 0 13 73 1 0 1
31.5068 0.522454 0 0.287123 22.5339 180.015 0 13 74 1 0 1
30.1974 -1.56482 0 -0.368437 22.4182 178.399 0 13 75 1 0 1
30.628 0.439673 0 -0.000218626 22.1256 176.352 0 13 76 1 0 1
31.6854 1.08661 0 0.472576 22.4929 179.398 0 13 77 1 0 1
26.1372 0.148926 0 -0.853011 22.3615 179.946 0 13 78 1 0 1
25.6636 -2.59881 0 -1.16875 22.7712 177.857 0 13 79 1 0 1
24.5223 1.30225 0 -0.3414 22.6138 178.894 0 13 80 1 0 1
35.9355 -0.0524498 0 0.320628 22.9742 181.53 0 13 81 1 0 1
33.8852 -2.70709 0 0.460444 22.5673 179.903 0 13 82 1 0 1
28.8142 1.49085 0 0.476139 22.6342 178.185 0 13 83 1 0 1
40.1855 -0.538575 0 0.568009 23.0498 183.226 0 13 84 1 0 1
28.6271 2.45113 0 0.385737 22.1827 176.51 0 13 85 1 0 1
30.7501 2.8242 0 0.160474 22.6549 178.613 0 13 86 1 0 1
33.4143 0.515109 0 0.240444 22.4028 178.159 0 13 87 1 0 1
32.7446 -1.57171 0 -0.463799 22.1156 175.98 0 13 88 1 0 1
28.2565 -1.70721 0 -0.901897 22.7205 179.586 0 13 89 1 0 1
29.7819 -3.54206 0 -0.104135 23.043 179.455 0 13 90 1 0 1
34.3738 -0.463111 0 -0.397155 22.1342 180.049 0 13 91 1 0 1
33.7406 -0.130309 0 -0.832135 22.2105 175.426 0 13 92 1 0 1
22.6982 -1.57306 0 -0.475821 22.0797 178.697 0 13 93 1 0 1
30.9985 1.75502 0 0.286294 23.105 180.624 0 13 94 1 0 1
24.7525 -2.65038 0 -0.225524 22.1409 178.485 0 13 95 1 0 1
30.0219 -3.9673 0 0.218938 22.1113 178.595 0 13 96 1 0 1
29.2022 -0.158034 0 -0.139968 22.3985 179.873 0 13 97 1 0 1
31.4171 -1.68016 0 -0.0381169 21.7875 173.74 0 13 98 1 0 1
26.0748 -3.76023 0 0.0166905 22.5287 178.852 0 13 99 1 0 1
24.4899 -0.784569 0 -0.112553 22.7023 179.673 0 13 100 1 0 1
29.8548 -0.360681 0 -0.382886 22.5904 179.909 0 13 101 1 0 1
31.1773 -3.38602 0 -0.320248 22.1791 177.285 0 13 102 1 0 1
25.5525 -1.22768 0 -0.0520349 22.5884 179.526 0 13 103 1 0 1
28.348 -0.803696 0 1.0388 22.7607 178.773 0 13 104 1 0 1
34.4646 -1.87869 0 -1.06715 22.6433 179.66 0 13 105 1 0 1
39.3461 3.1996 0 0.145353 22.8596 180.262 0 13 106 1 0 1
32.0402 1.27282 0 -0.0705219 22.4203 180.741 0 13 107 1 0 1
25.9312 5.30194 0 0.111294 22.3884 178.638 0 13 108 1 0 1
34.6522 -2.0191 0 0.0117845 22.6421 179.626 0 13 109 1 0 1
32.8403 4.38127 0 -0.344872 22.8865 178.572 0 13 110 1 0 1
31.0744 3.53532 0 -0.192638 22.407 179.823 0 13 111 1 0 1
28.0812 1.79666 0 -0.309756 22.7923 178.533 0 13 112 1 0 1
27.2903 -0.123775 0 0.367813 22.8679 181.304 0 13 113 1 0 1
34.5265 5.70895 0 -0.233925 22.6202 179.999 0 13 114 1 0 1
27.4106 -4.37497 0 -0.0202068 23.2269 180.974 0 13 115 1 0 1
25.1388 -4.05265 0 -0.668814 22.6482 177.734 0 13 116 1 0 1
29.7579 -0.302892 0 -0.139706 22.1612 178.674 0 13 117 1 0 1
24.248 0.771867 0 -0.0318376 22.514 178.166 0 13 118 1 0 1
26.3851 -1.21161 0 0.0717731 23.0312 179.914 0 13 119 1 0 1
29.5392 -1.75671 0 -0.209655 22.1174 177.996 0 13 120 1 0 1
28.0864 7.01874 61.2245 -5.34133 21.4446 176.951 0.237379 13 1 1 0 1
28.346 8.759 61.2245 -5.15143 22.003 179.027 0.236656 13 2 1 0 1
30.6059 3.54663 61.2245 -5.75646 22.1814 179.454 0.236502 13 3 1 0 1
30.7308 3.19324 61.2245 -6.5556 21.5134 177.74 0.237093 13 4 1 0 1
30.218 8.84578 61.2245 -5.8228 21.5636 179.169 0.23662 13 5 1 0 1
30.4745 11.93 61.2245 -6.17437 21.9727 180.719 0.236092 13 6 1 0 1
26.4566 6.74467 61.2245 -5.87027 21.8459 179.72 0.236427 13 7 1 0 1
29.9316 5.18328 61.2245 -6.03685 21.9139 180.774 0.236078 13 8 1 0 1
25.8658 8.5333 61.2245 -5.34816 21.2944 178.744 0.236777 13 9 1 0 1
33.8698 6.80051 61.2245 -6.91184 21.5247 177.092 0.237308 13 10 1 0 1
30.9734 4.04476 61.2245 -5.90641 22.193 179.744 0.236404 13 11 1 0 1
32.9733 8.52101 61.2245 -5.27105 21.4298 176.286 0.23761 13 12 1 0 1
31.3558 6.3684 61.2245 -6.08734 21.205 176.888 0.237402 13 13 1 0 1
27.118 2.42551 61.2245 -4.97936 21.5467 179.07 0.236662 13 14 1 0 1
34.8064 2.65604 61.2245 -5.8914 21.2784 179.289 0.236591 13 15 1 0 1
25.9409 10.1401 61.2245 -5.97479 21.9515 178.842 0.236712 13 16 1 0 1
30.0556 11.6287 61.2245 -5.60358 21.8541 179.521 0.236494 13 17 1 0 1
30.9427 10.8832 61.2245 -6.58047 21.9669 179.494 0.236488 13 18 1 0 1
21.128 9.53737 61.2245 -5.37522 21.1264 178.341 0.236919 13 19 1 0 1
32.8448 11.6625 61.2245 -6.56398 21.6857 178.296 0.236898 13 20 1 0 1
30.4007 8.01392 61.2245 -5.46599 21.8549 177.384 0.237212 13 21 1 0 1
27.5399 7.59555 61.2245 -5.1595 21.681 180.332 0.23624 13 22 1 0 1
34.7379 4.16698 61.2245 -6.31576 21.7516 178.299 0.236897 13 23 1 0 1
28.0562 5.17249 61.2245 -4.92059 21.8457 176.301 0.23759 13 24 1 0 1
26.0073 10.494 61.2245 -5.19734 21.9193 179.211 0.236598 13 25 1 0 1
29.6042 9.02348 61.2245 -5.68415 21.6756 179.103 0.236639 13 26 1 0 1
31.2805 9.56057 61.2245 -5.9807 22.2325 182.17 0.23562 13 27 1 0 1
30.2368 6.68237 61.2245 -6.03302 21.9357 180.233 0.236253 13 28 1 0 1
27.7487 11.9416 61.2245 -5.36449 20.6508 176.693 0.2375 13 29 1 0 1
30.0426 8.16315 61.2245 -5.62722 21.718 179.785 0.236413 13 30 1 0 1
30.0533 13.6827 61.2245 -5.97387 21.4822 177.608 0.237146 13 31 1 0 1
28.5918 7.20362 61.2245 -5.73711 20.895 177.808 0.237104 13 32 1 0 1
32.8233 7.53124 61.2245 -6.56244 22.1493 180.065 0.236293 13 33 1 0 1
34.6473 6.69998 61.2245 -6.92936 21.7783 179.674 0.236432 13 34 1 0 1
32.9211 10.1831 61.2245 -7.25045 21.3783 179.818 0.236396 13 35 1 0 1
23.1536 10.5656 61.2245 -5.18067 21.615 178.969 0.236691 13 36 1 0 1
32.188 7.53024 61.2245 -5.92806 22.3497 180.412 0.23618 13 37 1 0 1
28.2771 4.84273 61.2245 -4.38322 21.9887 178.116 0.236969 13 38 1 0 1
29.649 8.22056 61.2245 -5.33843 21.5255 175.858 0.237754 13 39 1 0 1
23.1519 5.12137 61.2245 -4.89927 21.2045 176.013 0.237717 13 40 1 0 1
34.1332 11.1854 61.2245 -5.74313 21.3421 178.64 0.236806 13 41 1 0 1
24.6328 11.4789 61.2245 -5.09481 21.6805 181.447 0.23588 13 42 1 0 1
32.8932 2.83676 61.2245 -6.0576 22.2165 178.346 0.236865 13 43 1 0 1
26.6993 8.76602 61.2245 -5.28127 21.8447 176.741 0.237435 13 44 1 0 1
33.7322 11.203 61.2245 -5.33723 21.3834 177.296 0.237263 13 45 1 0 1
33.0585 8.04889 61.2245 -5.92861 22.0133 178.072 0.236967 13 46 1 0 1
19.8907 3.07632 61.2245 -5.19343 22.1475 179.132 0.236615 13 47 1 0 1
26.6039 9.68656 61.2245 -5.58805 21.9495 180.976 0.236016 13 48 1 0 1
28.9354 11.4646 61.2245 -5.18023 21.8632 177.373 0.237218 13 49 1 0 1
32.2074 4.7368 61.2245 -6.85531 21.5053 180.519 0.236168 13 50 1 0 1
24.1523 7.12922 61.2245 -5.29943 21.5901 177.549 0.237169 13 51 1 0 1
30.2145 7.76835 61.2245 -5.02286 22.0659 180.387 0.236208 13 52 1 0 1
28.0452 6.32748 61.2245 -6.0851 21.6714 175.6 0.237829 13 53 1 0 1
26.8117 9.58087 61.2245 -5.11185 21.8226 180.06 0.236324 13 54 1 0 1
29.4946 3.66351 61.2245 -6.31922 21.867 180.229 0.236254 13 55 1 0 1
26.6481 5.55282 61.2245 -5.91584 21.344 178.419 0.236878 13 56 1 0 1
24.4164 1.7731 61.2245 -5.14638 21.849 177.431 0.2372 13 57 1 0 1
21.4603 6.72039 61.2245 -4.75416 20.9639 177.125 0.237344 13 58 1 0 1
30.0981 9.617 61.2245 -6.02075 21.9857 179.76 0.236406 13 59 1 0 1
30.5119 9.29117 61.2245 -5.09419 21.3214 174.88 0.238109 13 60 1 0 1
32.7587 6.82859 61.2245 -5.48833 22.0305 182.083 0.23566 13 61 1 0 1
22.1479 13.5493 61.2245 -4.99762 21.416 179.902 0.236392 13 62 1 0 1
36.4493 9.08736 61.2245 -6.25014 21.699 176.934 0.237363 13 63 1 0 1
28.7117 9.65816 61.2245 -5.52673 21.5906 178.261 0.236926 13 64 1 0 1
24.9519 9.83543 61.2245 -5.50068 21.4784 177.082 0.237331 13 65 1 0 1
26.102 10.5015 61.2245 -4.15625 21.2227 173.994 0.238438 13 66 1 0 1
31.5462 11.8351 61.2245 -5.66269 21.6688 178.479 0.236848 13 67 1 0 1
30.7855 10.2078 61.2245 -6.65727 21.553 177.307 0.237237 13 68 1 0 1
34.5289 4.06255 61.2245 -5.30693 21.7134 179.135 0.236631 13 69 1 0 1
29.6826 5.38237 61.2245 -5.98173 22.5758 180.361 0.236186 13 70 1 0 1
24.0982 11.9338 61.2245 -6.03634 22.2257 181.825 0.235729 13 71 1 0 1
32.085 8.05959 61.2245 -6.27343 20.9598 177.309 0.237266 13 72 1 0 1
28.8659 5.78975 61.2245 -5.46986 21.8365 179.419 0.23653 13 73 1 0 1
30.6035 8.09942 61.2245 -5.56813 21.7779 180.023 0.236333 13 74 1 0 1
29.0879 6.05371 61.2245 -6.06432 21.7348 178.381 0.236873 13 75 1 0 1
29.6387 8.03449 61.2245 -5.66775 21.3866 176.352 0.237584 13 76 1 0 1
30.8432 8.6727 61.2245 -5.37862 21.7215 179.413 0.236538 13 77 1 0 1
24.9166 7.67242 61.2245 -6.28686 21.6164 179.929 0.236362 13 78 1 0 1
24.3375 5.17031 61.2245 -6.49955 22.1198 177.824 0.23704 13 79 1 0 1
23.4951 8.95 61.2245 -5.63013 21.8355 178.903 0.2367 13 80 1 0 1
34.9859 7.61218 61.2245 -5.91987 22.2286 181.527 0.235825 13 81 1 0 1
33.0103 4.90438 61.2245 -5.57179 21.9181 179.898 0.236368 13 82 1 0 1
28.0112 9.17524 61.2245 -5.12207 21.854 178.21 0.236936 13 83 1 0 1
39.2628 7.08244 61.2245 -6.05915 22.314 183.218 0.235286 13 84 1 0 1
27.7968 10.0474 61.2245 -5.14496 21.3797 176.535 0.237527 13 85 1 0 1
29.8141 10.4895 61.2245 -5.59137 21.8276 178.628 0.236792 13 86 1 0 1
32.4717 8.12687 61.2245 -5.6957 21.6537 178.161 0.236955 13 87 1 0 1
31.5676 6.04735 61.2245 -6.26808 21.4405 175.953 0.237713 13 88 1 0 1
26.9915 5.96427 61.2245 -6.48278 22.0351 179.556 0.236466 13 89 1 0 1
28.7682 4.25532 61.2245 -5.80614 22.4192 179.44 0.236496 13 90 1 0 1
33.2021 6.98239 61.2245 -6.4592 21.4093 180.021 0.236338 13 91 1 0 1
32.4223 7.53785 61.2245 -6.68602 21.4885 175.39 0.237903 13 92 1 0 1
21.6483 5.91696 61.2245 -5.62039 21.3992 178.692 0.236788 13 93 1 0 1
30.1012 9.49238 61.2245 -5.55063 22.3032 180.639 0.236111 13 94 1 0 1
23.7616 4.87569 61.2245 -5.52035 21.4963 178.479 0.236856 13 95 1 0 1
29.1152 3.55153 61.2245 -5.47792 21.5098 178.584 0.236821 13 96 1 0 1
28.1838 7.38286 61.2245 -5.81157 21.6652 179.869 0.236385 13 97 1 0 1
30.4044 5.92309 61.2245 -5.67814 21.1267 173.729 0.238522 13 98 1 0 1
25.1496 3.88914 61.2245 -5.39097 21.9179 178.847 0.236718 13 99 1 0 1
23.5412 6.8717 61.2245 -5.42476 21.9902 179.68 0.236439 13 100 1 0 1
28.7458 7.24502 61.2245 -6.10125 21.8616 179.896 0.236366 13 101 1 0 1
30.0709 4.20873 61.2245 -6.05344 21.5595 177.258 0.237261 13 102 1 0 1
24.6107 6.39863 61.2245 -5.44031 21.8919 179.53 0.236492 13 103 1 0 1
27.7423 6.91151 61.2245 -4.55038 22.0552 178.806 0.236733 13 104 1 0 1
33.0641 5.7643 61.2245 -7.11321 21.9609 179.607 0.236444 13 105 1 0 1
38.2943 10.8612 61.2245 -6.30616 22.0096 180.257 0.236239 13 106 1 0 1
31.0092 8.77637 61.2245 -5.98474 21.6359 180.738 0.236101 13 107 1 0 1
25.0402 12.8609 61.2245 -5.28152 21.4823 178.671 0.236795 13 108 1 0 1
33.6154 5.62571 61.2245 -6.06252 21.9687 179.608 0.236456 13 109 1 0 1
31.705 12.1187 61.2245 -6.24445 22.0046 178.574 0.236796 13 110 1 0 1
30.0141 11.0602 61.2245 -6.00292 21.5513 179.827 0.236402 13 111 1 0 1
27.0189 9.51831 61.2245 -5.85354 21.9973 178.537 0.236813 13 112 1 0 1
26.4675 7.51504 61.2245 -5.21123 22.1285 181.322 0.235902 13 113 1 0 1
33.4081 13.2863 61.2245 -6.309 21.6897 180.003 0.236335 13 114 1 0 1
26.4558 3.42339 61.2245 -5.5924 22.6264 180.964 0.235993 13 115 1 0 1
23.9906 3.68787 61.2245 -5.96377 22.0472 177.711 0.237088 13 116 1 0 1
28.7321 7.20873 61.2245 -5.81491 21.4379 178.668 0.236792 13 117 1 0 1
23.3297 8.41996 61.2245 -5.28277 21.7573 178.182 0.236948 13 118 1 0 1
25.4746 6.54847 61.2245 -5.39241 22.3309 179.921 0.236346 13 119 1 0 1
28.4922 5.77704 61.2245 -5.8459 21.4438 177.982 0.237022 13 120 1 0 1
25.3221 14.1117 122.449 -10.5482 19.3313 176.961 0.474757 13 1 1 0 1
25.6644 15.9468 122.449 -10.443 19.807 179.053 0.473313 13 2 1 0 1
27.694 10.807 122.449 -11.2198 20.1486 179.436 0.473003 13 3 1 0 1
27.5242 10.2988 122.449 -11.9628 19.5108 177.689 0.474186 13 4 1 0 1
27.2853 15.8773 122.449 -11.2482 19.3619 179.162 0.473241 13 5 1 0 1
27.4369 19.0191 122.449 -11.6624 19.6474 180.716 0.472184 13 6 1 0 1
23.5621 13.8616 122.449 -11.0302 19.7078 179.724 0.472853 13 7 1 0 1
26.948 12.2888 122.449 -11.4862 19.8133 180.753 0.472156 13 8 1 0 1
23.1461 15.492 122.449 -10.4432 19.1126 178.765 0.473555 13 9 1 0 1
30.4922 13.9165 122.449 -12.5256 19.4085 177.028 0.474617 13 10 1 0 1
28.009 11.2941 122.449 -11.4041 20.1399 179.721 0.472809 13 11 1 0 1
30.1637 15.6283 122.449 -10.8181 19.2733 176.281 0.475219 13 12 1 0 1
28.2918 13.385 122.449 -11.5218 19.1107 176.856 0.474804 13 13 1 0 1
24.5111 9.4919 122.449 -10.1815 19.5619 179.078 0.473324 13 14 1 0 1
31.7929 9.62071 122.449 -11.6601 19.2783 179.233 0.473182 13 15 1 0 1
23.0076 17.3102 122.449 -11.0701 19.711 178.86 0.473423 13 16 1 0 1
27.2033 18.7287 122.449 -11.0317 19.5559 179.535 0.472989 13 17 1 0 1
27.747 18.0271 122.449 -12.0596 19.6896 179.474 0.472976 13 18 1 0 1
18.4556 16.4492 122.449 -10.1064 18.9191 178.384 0.473838 13 19 1 0 1
29.6154 18.7558 122.449 -12.1472 19.3976 178.267 0.473796 13 20 1 0 1
27.5684 15.2245 122.449 -10.8554 19.701 177.389 0.474424 13 21 1 0 1
24.8786 14.6265 122.449 -10.4289 19.51 180.352 0.47248 13 22 1 0 1
31.5691 11.3255 122.449 -12.0414 19.7087 178.242 0.473795 13 23 1 0 1
25.431 12.4424 122.449 -10.1118 19.7993 176.321 0.47518 13 24 1 0 1
23.3418 17.6356 122.449 -10.3195 19.6652 179.251 0.473197 13 25 1 0 1
26.7259 16.0949 122.449 -11.0639 19.4691 179.105 0.473278 13 26 1 0 1
28.314 16.6912 122.449 -11.577 19.9679 182.163 0.471239 13 27 1 0 1
27.2445 13.8089 122.449 -11.4891 19.7911 180.216 0.472507 13 28 1 0 1
24.978 18.7428 122.449 -10.5389 18.3838 176.711 0.474999 13 29 1 0 1
27.1853 15.2258 122.449 -11.0612 19.5317 179.783 0.472826 13 30 1 0 1
27.0535 20.7232 122.449 -11.338 19.1406 177.615 0.474292 13 31 1 0 1
25.6941 14.071 122.449 -11.0008 18.7669 177.798 0.474209 13 32 1 0 1
29.6167 14.7324 122.449 -12.1997 19.9744 180.026 0.472587 13 33 1 0 1
31.288 13.796 122.449 -12.6843 19.6347 179.607 0.472864 13 34 1 0 1
29.4769 17.1175 122.449 -12.8767 19.1197 179.758 0.472792 13 35 1 0 1
20.528 17.613 122.449 -10.0831 19.3641 179.018 0.473382 13 36 1 0 1
29.2082 14.7848 122.449 -11.5382 20.1724 180.397 0.472359 13 37 1 0 1
25.8503 12.0864 122.449 -9.65257 19.9341 178.15 0.473937 13 38 1 0 1
26.8542 15.3809 122.449 -10.6275 19.3847 175.867 0.475507 13 39 1 0 1
20.5942 12.1813 122.449 -9.72222 19.1679 176.047 0.475435 13 40 1 0 1
31.1717 18.1495 122.449 -11.4449 19.0689 178.623 0.473613 13 41 1 0 1
22.0412 18.4424 122.449 -10.1791 19.3686 181.494 0.47176 13 42 1 0 1
29.8368 10.1602 122.449 -11.6519 20.2164 178.306 0.473731 13 43 1 0 1
23.9713 15.9962 122.449 -10.3813 19.6762 176.769 0.474869 13 44 1 0 1
30.9005 18.2366 122.449 -10.972 19.1273 177.295 0.474526 13 45 1 0 1
30.041 15.2845 122.449 -11.5295 19.8468 178.053 0.473935 13 46 1 0 1
17.3042 10.3414 122.449 -9.85547 20.1407 179.173 0.473231 13 47 1 0 1
23.8164 16.7701 122.449 -10.8004 19.6996 180.999 0.472033 13 48 1 0 1
26.22 18.6588 122.449 -10.466 19.5984 177.405 0.474437 13 49 1 0 1
28.9154 11.717 122.449 -12.455 19.4203 180.455 0.472335 13 50 1 0 1
21.459 14.2467 122.449 -10.2339 19.4678 177.578 0.474338 13 51 1 0 1
27.5656 14.9265 122.449 -10.4971 19.8861 180.405 0.472416 13 52 1 0 1
25.0091 13.5603 122.449 -11.2379 19.5925 175.59 0.475658 13 53 1 0 1
24.1731 16.6597 122.449 -10.3198 19.5889 180.094 0.472647 13 54 1 0 1
26.4149 10.7842 122.449 -11.7146 19.8222 180.196 0.472508 13 55 1 0 1
23.7211 12.5588 122.449 -11.0509 19.2616 178.412 0.473756 13 56 1 0 1
21.7711 9.01526 122.449 -10.0983 19.9021 177.447 0.474399 13 57 1 0 1
18.9848 13.6419 122.449 -9.48524 18.865 177.171 0.474689 13 58 1 0 1
27.1064 16.7634 122.449 -11.4529 19.7492 179.755 0.472812 13 59 1 0 1
27.7808 16.4158 122.449 -10.42 19.1586 174.894 0.476217 13 60 1 0 1
29.9371 13.9106 122.449 -11.2004 19.8602 182.07 0.47132 13 61 1 0 1
19.6064 20.4739 122.449 -9.85346 19.0568 179.967 0.472785 13 62 1 0 1
33.2645 16.2571 122.449 -12.0594 19.5103 176.889 0.474727 13 63 1 0 1
25.8894 16.7318 122.449 -10.817 19.3744 178.273 0.473851 13 64 1 0 1
22.1743 16.9185 122.449 -10.4786 19.2727 177.111 0.474661 13 65 1 0 1
23.7471 17.6226 122.449 -9.14859 19.037 174.056 0.476876 13 66 1 0 1
28.6435 18.914 122.449 -11.1687 19.3764 178.483 0.473696 13 67 1 0 1
27.5379 17.3051 122.449 -12.0554 19.3257 177.279 0.474474 13 68 1 0 1
31.7162 11.1738 122.449 -11.0593 19.6687 179.108 0.473262 13 69 1 0 1
26.7161 12.7279 122.449 -11.4011 20.4704 180.352 0.472372 13 70 1 0 1
21.2013 19.0628 122.449 -11.0781 19.8893 181.858 0.471458 13 71 1 0 1
28.9526 14.9646 122.449 -11.7721 18.8058 177.27 0.474531 13 72 1 0 1
26.0732 12.9214 122.449 -10.8066 19.7334 179.42 0.473061 13 73 1 0 1
27.7615 15.173 122.449 -11.0523 19.5907 180.021 0.472666 13 74 1 0 1
26.0784 13.1922 122.449 -11.3776 19.633 178.365 0.473747 13 75 1 0 1
26.7354 15.1267 122.449 -10.9662 19.2456 176.349 0.475168 13 76 1 0 1
28.0562 15.7489 122.449 -10.8648 19.5231 179.418 0.473075 13 77 1 0 1
21.903 14.6975 122.449 -11.3315 19.4457 179.93 0.472725 13 78 1 0 1
21.2332 12.4695 122.449 -11.4382 20.0525 177.82 0.47408 13 79 1 0 1
20.7113 16.0847 122.449 -10.5496 19.6362 178.935 0.4734 13 80 1 0 1
31.9852 14.779 122.449 -11.7765 20.0349 181.496 0.47165 13 81 1 0 1
30.1349 12.049 122.449 -11.2317 19.8362 179.875 0.472737 13 82 1 0 1
25.3358 16.344 122.449 -10.3647 19.6548 178.238 0.473872 13 83 1 0 1
36.1793 14.2117 122.449 -12.2948 20.1156 183.16 0.470573 13 84 1 0 1
25.0996 17.1181 122.449 -10.3216 19.1738 176.561 0.475053 13 85 1 0 1
26.9596 17.6242 122.449 -10.9741 19.5781 178.639 0.473584 13 86 1 0 1
